id,type,title,raw_title,description,raw_description,active,required,options,created_at,updated_at
1.26081E+12,tagger,Gateway Name,Gateway Name,,,TRUE,FALSE,"[{""id"": 1260812477709, ""name"": ""Acapture"", ""raw_name"": ""Acapture"", ""value"": ""acapture"", ""default"": false}, {""id"": 1260812477729, ""name"": ""Adyen"", ""raw_name"": ""Adyen"", ""value"": ""adyen"", ""default"": false}, {""id"": 31081462822299, ""name"": ""Airwallex"", ""raw_name"": ""Airwallex"", ""value"": ""airwallex"", ""default"": false}, {""id"": 1260812477769, ""name"": ""Authorize.Net"", ""raw_name"": ""Authorize.Net"", ""value"": ""authorize_net"", ""default"": false}, {""id"": 1260812477789, ""name"": ""Bambora Asia-Pacific"", ""raw_name"": ""Bambora Asia-Pacific"", ""value"": ""bambora_apac"", ""default"": false}, {""id"": 31081462822427, ""name"": ""Bambora North America"", ""raw_name"": ""Bambora North America"", ""value"": ""bambora_north_america"", ""default"": false}, {""id"": 1260812477809, ""name"": ""Banco Sabadell"", ""raw_name"": ""Banco Sabadell"", ""value"": ""banco_sabadell"", ""default"": false}, {""id"": 1260812477829, ""name"": ""Barclaycard Smartpay"", ""raw_name"": ""Barclaycard Smartpay"", ""value"": ""barclaycard_smartpay"", ""default"": false}, {""id"": 1260812477849, ""name"": ""Barclays ePDQ Extra Plus"", ""raw_name"": ""Barclays ePDQ Extra Plus"", ""value"": ""barclays_epdq_extra_plus"", ""default"": false}, {""id"": 31081462822555, ""name"": ""BBVA (formerly CatalunyaCaixa, via Redsys)"", ""raw_name"": ""BBVA (formerly CatalunyaCaixa, via Redsys)"", ""value"": ""bbva__formerly_catalunyacaixa__via_redsys_"", ""default"": false}, {""id"": 1260812477889, ""name"": ""BluePay"", ""raw_name"": ""BluePay"", ""value"": ""blue_pay"", ""default"": false}, {""id"": 1260812477909, ""name"": ""BlueSnap"", ""raw_name"": ""BlueSnap"", ""value"": ""blue_snap"", ""default"": false}, {""id"": 1260812477929, ""name"": ""Borgun"", ""raw_name"": ""Borgun"", ""value"": ""borgun"", ""default"": false}, {""id"": 1260812477949, ""name"": ""BPoint"", ""raw_name"": ""BPoint"", ""value"": ""bpoint"", ""default"": false}, {""id"": 1260812477969, ""name"": ""Braintree"", ""raw_name"": ""Braintree"", ""value"": ""braintree"", ""default"": false}, {""id"": 1260812477989, ""name"": ""BridgePay"", ""raw_name"": ""BridgePay"", ""value"": ""bridge_pay"", ""default"": false}, {""id"": 1260812478009, ""name"": ""CardConnect"", ""raw_name"": ""CardConnect"", ""value"": ""card_connect"", ""default"": false}, {""id"": 1260812478029, ""name"": ""Cardstream"", ""raw_name"": ""Cardstream"", ""value"": ""card_stream"", ""default"": false}, {""id"": 31081462822683, ""name"": ""CASHnet"", ""raw_name"": ""CASHnet"", ""value"": ""cashnet"", ""default"": false}, {""id"": 1260812478069, ""name"": ""Cayan"", ""raw_name"": ""Cayan"", ""value"": ""cayan"", ""default"": false}, {""id"": 1260812478089, ""name"": ""Cecabank"", ""raw_name"": ""Cecabank"", ""value"": ""cecabank"", ""default"": false}, {""id"": 1260812478109, ""name"": ""CenPOS"", ""raw_name"": ""CenPOS"", ""value"": ""cenpos"", ""default"": false}, {""id"": 1260812478129, ""name"": ""Checkout.com"", ""raw_name"": ""Checkout.com"", ""value"": ""checkout_v2"", ""default"": false}, {""id"": 1260812478149, ""name"": ""Clearhaus"", ""raw_name"": ""Clearhaus"", ""value"": ""clearhaus"", ""default"": false}, {""id"": 31081462822811, ""name"": ""CommerceHub"", ""raw_name"": ""CommerceHub"", ""value"": ""commercehub"", ""default"": false}, {""id"": 1260812478169, ""name"": ""Conekta"", ""raw_name"": ""Conekta"", ""value"": ""conekta"", ""default"": false}, {""id"": 1260812478189, ""name"": ""Creditcall"", ""raw_name"": ""Creditcall"", ""value"": ""creditcall"", ""default"": false}, {""id"": 1260812478209, ""name"": ""Credorax"", ""raw_name"": ""Credorax"", ""value"": ""credorax"", ""default"": false}, {""id"": 1260812478249, ""name"": ""CyberSource"", ""raw_name"": ""CyberSource"", ""value"": ""cyber_source"", ""default"": false}, {""id"": 31081462822939, ""name"": ""CyberSource REST"", ""raw_name"": ""CyberSource REST"", ""value"": ""cybersource_rest"", ""default"": false}, {""id"": 31081462823067, ""name"": ""Datatrans (Planet)"", ""raw_name"": ""Datatrans (Planet)"", ""value"": ""datatrans__planet_"", ""default"": false}, {""id"": 1260812478309, ""name"": ""Decidir"", ""raw_name"": ""Decidir"", ""value"": ""decidir"", ""default"": false}, {""id"": 31081462823195, ""name"": ""Decidir Plus"", ""raw_name"": ""Decidir Plus"", ""value"": ""decidir_plus"", ""default"": false}, {""id"": 1260812478329, ""name"": ""Diamond Mind"", ""raw_name"": ""Diamond Mind"", ""value"": ""diamond_mind"", ""default"": false}, {""id"": 1260812478349, ""name"": ""DIBS"", ""raw_name"": ""DIBS"", ""value"": ""dibs"", ""default"": false}, {""id"": 1260812478269, ""name"": ""dLocal"", ""raw_name"": ""dLocal"", ""value"": ""d_local"", ""default"": false}, {""id"": 1260812478369, ""name"": ""EBANX"", ""raw_name"": ""EBANX"", ""value"": ""ebanx"", ""default"": false}, {""id"": 1260812478389, ""name"": ""Elavon"", ""raw_name"": ""Elavon"", ""value"": ""elavon"", ""default"": false}, {""id"": 1260812478429, ""name"": ""ePay"", ""raw_name"": ""ePay"", ""value"": ""epay"", ""default"": false}, {""id"": 1260812478449, ""name"": ""eWAY"", ""raw_name"": ""eWAY"", ""value"": ""eway"", ""default"": false}, {""id"": 1260812478469, ""name"": ""eWAY Rapid"", ""raw_name"": ""eWAY Rapid"", ""value"": ""eway_rapid"", ""default"": false}, {""id"": 1260812478489, ""name"": ""Fat Zebra"", ""raw_name"": ""Fat Zebra"", ""value"": ""fat_zebra"", ""default"": false}, {""id"": 1260812478589, ""name"": ""First Data Global Gateway"", ""raw_name"": ""First Data Global Gateway"", ""value"": ""global"", ""default"": false}, {""id"": 1260812478549, ""name"": ""First Pay"", ""raw_name"": ""First Pay"", ""value"": ""first_pay"", ""default"": false}, {""id"": 31081462823323, ""name"": ""FlexFactor (FlexCharge)"", ""raw_name"": ""FlexFactor (FlexCharge)"", ""value"": ""flexfactor__flexcharge_"", ""default"": false}, {""id"": 1260812478569, ""name"": ""Forte"", ""raw_name"": ""Forte"", ""value"": ""forte"", ""default"": false}, {""id"": 1260812478629, ""name"": ""Global Iris"", ""raw_name"": ""Global Iris"", ""value"": ""global_iris"", ""default"": false}, {""id"": 1260812478649, ""name"": ""Global Transport"", ""raw_name"": ""Global Transport"", ""value"": ""global_transport"", ""default"": false}, {""id"": 1260812478669, ""name"": ""Heartland Payment Systems"", ""raw_name"": ""Heartland Payment Systems"", ""value"": ""hps"", ""default"": false}, {""id"": 31081462823451, ""name"": ""HiPay"", ""raw_name"": ""HiPay"", ""value"": ""hipay"", ""default"": false}, {""id"": 1260812478689, ""name"": ""iATS Payments"", ""raw_name"": ""iATS Payments"", ""value"": ""iats_payments"", ""default"": false}, {""id"": 31081462823579, ""name"": ""IPG"", ""raw_name"": ""IPG"", ""value"": ""ipg"", ""default"": false}, {""id"": 1260812478729, ""name"": ""iVeri"", ""raw_name"": ""iVeri"", ""value"": ""iveri"", ""default"": false}, {""id"": 1260812478749, ""name"": ""IXOPAY"", ""raw_name"": ""IXOPAY"", ""value"": ""ixopay"", ""default"": false}, {""id"": 1260812478769, ""name"": ""JetPay"", ""raw_name"": ""JetPay"", ""value"": ""jetpay"", ""default"": false}, {""id"": 1260812478789, ""name"": ""JetPay V2"", ""raw_name"": ""JetPay V2"", ""value"": ""jetpay_v2"", ""default"": false}, {""id"": 1260812478809, ""name"": ""Kushki"", ""raw_name"": ""Kushki"", ""value"": ""kushki"", ""default"": false}, {""id"": 1260812478829, ""name"": ""Latitude19"", ""raw_name"": ""Latitude19"", ""value"": ""latitude19"", ""default"": false}, {""id"": 1260812478289, ""name"": ""MasterCard Payment Gateway Service (formerly DataCash)"", ""raw_name"": ""MasterCard Payment Gateway Service (formerly DataCash)"", ""value"": ""data_cash"", ""default"": false}, {""id"": 1260812478989, ""name"": ""MasterCard Payment Gateway Service (formerly MiGS)"", ""raw_name"": ""MasterCard Payment Gateway Service (formerly MiGS)"", ""value"": ""migs"", ""default"": false}, {""id"": 1260812479909, ""name"": ""MasterCard Payment Gateway Service (formerly TNS)"", ""raw_name"": ""MasterCard Payment Gateway Service (formerly TNS)"", ""value"": ""tns"", ""default"": false}, {""id"": 1260812478869, ""name"": ""maxiPago!"", ""raw_name"": ""maxiPago!"", ""value"": ""maxipago"", ""default"": false}, {""id"": 1260812478889, ""name"": ""MercadoPago"", ""raw_name"": ""MercadoPago"", ""value"": ""mercado_pago"", ""default"": false}, {""id"": 1260812478909, ""name"": ""Merchant e-Solutions"", ""raw_name"": ""Merchant e-Solutions"", ""value"": ""merchant_e_solutions"", ""default"": false}, {""id"": 1260812478929, ""name"": ""Merchant Partners"", ""raw_name"": ""Merchant Partners"", ""value"": ""merchant_partners"", ""default"": false}, {""id"": 1260812478949, ""name"": ""Merchant Warrior"", ""raw_name"": ""Merchant Warrior"", ""value"": ""merchant_warrior"", ""default"": false}, {""id"": 1260812478969, ""name"": ""Mercury"", ""raw_name"": ""Mercury"", ""value"": ""mercury"", ""default"": false}, {""id"": 31081462823707, ""name"": ""MIT"", ""raw_name"": ""MIT"", ""value"": ""mit"", ""default"": false}, {""id"": 31081462823835, ""name"": ""Moka"", ""raw_name"": ""Moka"", ""value"": ""moka"", ""default"": false}, {""id"": 31081462823963, ""name"": ""Monei"", ""raw_name"": ""Monei"", ""value"": ""monei"", ""default"": false}, {""id"": 1260812479029, ""name"": ""Moneris"", ""raw_name"": ""Moneris"", ""value"": ""moneris"", ""default"": false}, {""id"": 1260812479049, ""name"": ""Mundipagg"", ""raw_name"": ""Mundipagg"", ""value"": ""mundipagg"", ""default"": false}, {""id"": 1260812479069, ""name"": ""NAB Transact"", ""raw_name"": ""NAB Transact"", ""value"": ""nab_transact"", ""default"": false}, {""id"": 1260812479089, ""name"": ""NCR Secure Pay"", ""raw_name"": ""NCR Secure Pay"", ""value"": ""ncr_secure_pay"", ""default"": false}, {""id"": 1260812479129, ""name"": ""NETbilling"", ""raw_name"": ""NETbilling"", ""value"": ""netbilling"", ""default"": false}, {""id"": 1260812479109, ""name"": ""NetPay"", ""raw_name"": ""NetPay"", ""value"": ""net_pay"", ""default"": false}, {""id"": 1260812479149, ""name"": ""NMI"", ""raw_name"": ""NMI"", ""value"": ""nmi"", ""default"": false}, {""id"": 1260812479729, ""name"": ""Nuvei (formerly SafeCharge)"", ""raw_name"": ""Nuvei (formerly SafeCharge)"", ""value"": ""safe_charge"", ""default"": false}, {""id"": 1260812479189, ""name"": ""Openpay"", ""raw_name"": ""Openpay"", ""value"": ""openpay"", ""default"": false}, {""id"": 1260812479229, ""name"": ""Orbital (Chase Paymentech)"", ""raw_name"": ""Orbital (Chase Paymentech)"", ""value"": ""orbital"", ""default"": false}, {""id"": 1260812480149, ""name"": ""Other"", ""raw_name"": ""Other"", ""value"": ""other"", ""default"": false}, {""id"": 1260814476290, ""name"": ""PayArc"", ""raw_name"": ""PayArc"", ""value"": ""payarc"", ""default"": false}, {""id"": 1260812479249, ""name"": ""PayConex"", ""raw_name"": ""PayConex"", ""value"": ""pay_conex"", ""default"": false}, {""id"": 1260812479289, ""name"": ""Payeezy"", ""raw_name"": ""Payeezy"", ""value"": ""payeezy"", ""default"": false}, {""id"": 1260812478529, ""name"": ""Payeezy (formerly GGE4)"", ""raw_name"": ""Payeezy (formerly GGE4)"", ""value"": ""first_data_e4_v27"", ""default"": false}, {""id"": 1260812479309, ""name"": ""PayEx"", ""raw_name"": ""PayEx"", ""value"": ""payex"", ""default"": false}, {""id"": 1260812478229, ""name"": ""PayFacto (formerly CT-Payment)"", ""raw_name"": ""PayFacto (formerly CT-Payment)"", ""value"": ""ct_payment"", ""default"": false}, {""id"": 1260812479329, ""name"": ""Payflow Pro"", ""raw_name"": ""Payflow Pro"", ""value"": ""payflow_pro"", ""default"": false}, {""id"": 1260812479269, ""name"": ""PayJunction"", ""raw_name"": ""PayJunction"", ""value"": ""pay_junction_v2"", ""default"": false}, {""id"": 1260812479369, ""name"": ""Paymentez"", ""raw_name"": ""Paymentez"", ""value"": ""paymentez"", ""default"": false}, {""id"": 1260812479389, ""name"": ""Paymill"", ""raw_name"": ""Paymill"", ""value"": ""paymill"", ""default"": false}, {""id"": 1260812479409, ""name"": ""PayPal"", ""raw_name"": ""PayPal"", ""value"": ""paypal"", ""default"": false}, {""id"": 1260812479429, ""name"": ""PayPal Commerce Platform"", ""raw_name"": ""PayPal Commerce Platform"", ""value"": ""paypal_commerce_platform"", ""default"": false}, {""id"": 31081462824091, ""name"": ""Paysafe"", ""raw_name"": ""Paysafe"", ""value"": ""paysafe"", ""default"": false}, {""id"": 1260812479209, ""name"": ""Paysafe (formerly Optimal Payments)"", ""raw_name"": ""Paysafe (formerly Optimal Payments)"", ""value"": ""optimal_payments"", ""default"": false}, {""id"": 1260812479449, ""name"": ""Paystation"", ""raw_name"": ""Paystation"", ""value"": ""paystation"", ""default"": false}, {""id"": 20824615739419, ""name"": ""PayTrace"", ""raw_name"": ""PayTrace"", ""value"": ""paytrace"", ""default"": false}, {""id"": 1260812479469, ""name"": ""PayU Latam"", ""raw_name"": ""PayU Latam"", ""value"": ""payu_latam"", ""default"": false}, {""id"": 1260812478709, ""name"": ""PayVector"", ""raw_name"": ""PayVector"", ""value"": ""iridium"", ""default"": false}, {""id"": 1260812479489, ""name"": ""Payway"", ""raw_name"": ""Payway"", ""value"": ""payway_dot_com"", ""default"": false}, {""id"": 1260812479509, ""name"": ""Pin Payments"", ""raw_name"": ""Pin Payments"", ""value"": ""pin"", ""default"": false}, {""id"": 31081462824219, ""name"": ""PPRO"", ""raw_name"": ""PPRO"", ""value"": ""ppro"", ""default"": false}, {""id"": 31081462824347, ""name"": ""Priority"", ""raw_name"": ""Priority"", ""value"": ""priority"", ""default"": false}, {""id"": 1260812479529, ""name"": ""ProPay"", ""raw_name"": ""ProPay"", ""value"": ""pro_pay"", ""default"": false}, {""id"": 1260812479549, ""name"": ""PSiGate"", ""raw_name"": ""PSiGate"", ""value"": ""psi_gate"", ""default"": false}, {""id"": 1260812479569, ""name"": ""Quantum"", ""raw_name"": ""Quantum"", ""value"": ""quantum"", ""default"": false}, {""id"": 1260812479589, ""name"": ""Quickbooks"", ""raw_name"": ""Quickbooks"", ""value"": ""quickbooks"", ""default"": false}, {""id"": 1260812479629, ""name"": ""QuickPay V10"", ""raw_name"": ""QuickPay V10"", ""value"": ""quickpay_v10"", ""default"": false}, {""id"": 1260812479649, ""name"": ""Qvalent"", ""raw_name"": ""Qvalent"", ""value"": ""qvalent"", ""default"": false}, {""id"": 31081462824475, ""name"": ""Rapyd"", ""raw_name"": ""Rapyd"", ""value"": ""rapyd"", ""default"": false}, {""id"": 31081462824603, ""name"": ""Reach"", ""raw_name"": ""Reach"", ""value"": ""reach"", ""default"": false}, {""id"": 1260812479669, ""name"": ""Realex"", ""raw_name"": ""Realex"", ""value"": ""realex"", ""default"": false}, {""id"": 31081462824731, ""name"": ""Redsys Rest"", ""raw_name"": ""Redsys Rest"", ""value"": ""redsys_rest"", ""default"": false}, {""id"": 1260812479709, ""name"": ""S5"", ""raw_name"": ""S5"", ""value"": ""s5"", ""default"": false}, {""id"": 1260812479749, ""name"": ""Sage Payment Solutions"", ""raw_name"": ""Sage Payment Solutions"", ""value"": ""sage"", ""default"": false}, {""id"": 1260812479769, ""name"": ""SagePay"", ""raw_name"": ""SagePay"", ""value"": ""sage_pay"", ""default"": false}, {""id"": 1260812479789, ""name"": ""SecureNet"", ""raw_name"": ""SecureNet"", ""value"": ""secure_net"", ""default"": false}, {""id"": 1260812479809, ""name"": ""SecurePay Australia"", ""raw_name"": ""SecurePay Australia"", ""value"": ""secure_pay_au"", ""default"": false}, {""id"": 31081462824859, ""name"": ""Shift4"", ""raw_name"": ""Shift4"", ""value"": ""shift4"", ""default"": false}, {""id"": 31081462824987, ""name"": ""Simetrik"", ""raw_name"": ""Simetrik"", ""value"": ""simetrik"", ""default"": false}, {""id"": 1260812479889, ""name"": ""Spreedly Test"", ""raw_name"": ""Spreedly Test"", ""value"": ""test"", ""default"": false}, {""id"": 1260812479849, ""name"": ""Stripe"", ""raw_name"": ""Stripe"", ""value"": ""stripe"", ""default"": false}, {""id"": 1260812479869, ""name"": ""Stripe Payment Intents"", ""raw_name"": ""Stripe Payment Intents"", ""value"": ""stripe_payment_intents"", ""default"": false}, {""id"": 31081462825115, ""name"": ""SumUp"", ""raw_name"": ""SumUp"", ""value"": ""sumup"", ""default"": false}, {""id"": 1260812479929, ""name"": ""TransFirst"", ""raw_name"": ""TransFirst"", ""value"": ""trans_first"", ""default"": false}, {""id"": 1260812479949, ""name"": ""TransFirst Transaction Express"", ""raw_name"": ""TransFirst Transaction Express"", ""value"": ""trans_first_transaction_express"", ""default"": false}, {""id"": 1260812479969, ""name"": ""TrustCommerce"", ""raw_name"": ""TrustCommerce"", ""value"": ""trust_commerce"", ""default"": false}, {""id"": 1260812479989, ""name"": ""USA ePay"", ""raw_name"": ""USA ePay"", ""value"": ""usa_epay"", ""default"": false}, {""id"": 1260812480009, ""name"": ""Vanco"", ""raw_name"": ""Vanco"", ""value"": ""vanco"", ""default"": false}, {""id"": 1260812478849, ""name"": ""Vantiv eCommerce (formerly Litle)"", ""raw_name"": ""Vantiv eCommerce (formerly Litle)"", ""value"": ""litle"", ""default"": false}, {""id"": 1260812478409, ""name"": ""Vantiv Express (formerly Element)"", ""raw_name"": ""Vantiv Express (formerly Element)"", ""value"": ""element"", ""default"": false}, {""id"": 31081462825243, ""name"": ""Versapay"", ""raw_name"": ""Versapay"", ""value"": ""versapay"", ""default"": false}, {""id"": 1260812480029, ""name"": ""VisaNet Peru"", ""raw_name"": ""VisaNet Peru"", ""value"": ""visanet_peru"", ""default"": false}, {""id"": 1260812480049, ""name"": ""vPOS"", ""raw_name"": ""vPOS"", ""value"": ""vpos"", ""default"": false}, {""id"": 1260812478049, ""name"": ""VR Payment (formerly CardProcess)"", ""raw_name"": ""VR Payment (formerly CardProcess)"", ""value"": ""cardprocess"", ""default"": false}, {""id"": 1260812480069, ""name"": ""WePay"", ""raw_name"": ""WePay"", ""value"": ""wepay"", ""default"": false}, {""id"": 1260812479349, ""name"": ""Windcave (formerly Payment Express)"", ""raw_name"": ""Windcave (formerly Payment Express)"", ""value"": ""payment_express"", ""default"": false}, {""id"": 1260812480089, ""name"": ""Wirecard"", ""raw_name"": ""Wirecard"", ""value"": ""wirecard"", ""default"": false}, {""id"": 31081462825371, ""name"": ""Wompi"", ""raw_name"": ""Wompi"", ""value"": ""wompi"", ""default"": false}, {""id"": 31081462825499, ""name"": ""Worldline (formerly Global Collect)"", ""raw_name"": ""Worldline (formerly Global Collect)"", ""value"": ""worldline__formerly_global_collect_"", ""default"": false}, {""id"": 31081462825627, ""name"": ""Worldline (formerly Ogone)"", ""raw_name"": ""Worldline (formerly Ogone)"", ""value"": ""worldline__formerly_ogone_"", ""default"": false}, {""id"": 1260812480109, ""name"": ""WorldPay"", ""raw_name"": ""WorldPay"", ""value"": ""worldpay"", ""default"": false}, {""id"": 1260812480129, ""name"": ""Worldpay US"", ""raw_name"": ""Worldpay US"", ""value"": ""worldpay_us"", ""default"": false}, {""id"": 31081462825755, ""name"": ""X Pay"", ""raw_name"": ""X Pay"", ""value"": ""x_pay"", ""default"": false}, {""id"": 31081579790619, ""name"": ""Plexo"", ""raw_name"": ""Plexo"", ""value"": ""plexo"", ""default"": false}]",2021-04-26T18:22:28Z,2024-11-19T19:50:13Z
3.60008E+11,checkbox,Notify Success Team in Slack,Notify Success Team in Slack,,,FALSE,FALSE,[],2018-08-21T16:16:42Z,2019-08-01T17:54:47Z
47852747,checkbox,RSLA Breached,RSLA Breached,,,TRUE,FALSE,[],2016-12-01T21:15:48Z,2024-12-05T16:52:11Z
3.60006E+11,checkbox,Push to Productboard,Push to Productboard,,,FALSE,FALSE,[],2018-06-13T19:58:28Z,2020-06-04T13:27:33Z
3.60015E+11,checkbox,Support: Eng. Revisions Needed,Support: Eng. Revisions Needed,,,FALSE,FALSE,[],2019-01-30T18:18:15Z,2020-06-04T13:27:39Z
35423268,group,Group,Group,Request group,Request group,TRUE,FALSE,[],2016-07-25T13:07:58Z,2024-06-21T16:57:38Z
80086867,checkbox,Skip Satisfaction Survey,Skip Satisfaction Survey,,,TRUE,FALSE,[],2017-06-05T12:36:36Z,2024-06-21T16:57:38Z
41735587,checkbox,Checked Docs.spreedly.com,Checked Docs.spreedly.com,,,FALSE,FALSE,[],2016-09-15T00:41:56Z,2024-05-08T19:18:08Z
1.35001E+13,checkbox,QA - Reviewed?,QA - Reviewed?,,,TRUE,FALSE,[],2023-03-08T17:03:35Z,2024-06-21T16:57:38Z
75868547,checkbox,Checked Slack,Checked Slack,,,FALSE,FALSE,[],2017-04-06T18:39:35Z,2024-09-12T20:55:26Z
41646848,checkbox,Checked Ticket Archives,Checked Ticket Archives,,,FALSE,FALSE,[],2016-09-15T00:42:18Z,2024-05-08T19:18:49Z
